"","xn","yn"
"62",-5.26311946141664,6.48721781857949
"63",-5.77838921233739,6.2498167346496
"64",-5.63913629484724,6.31573285150764
"65",-5.25774124401932,6.07997816969392
"66",-5.46548603841081,6.1975006758174
"67",-5.77534200353573,6.01168577680731
"68",-5.52188196061623,6.27918472477672
"69",-5.57229707396215,6.04418161102198
"70",-5.76867238759008,6.50215569945308
"71",-5.11208543978947,6.19151626301408
"72",-5.66283130530178,5.94488561873789
"73",-5.51249454843838,6.42402774332379
"74",-5.40609779592034,6.34553533122117
"75",-5.48703011735286,6.08888377725987
"76",-5.55165456000639,6.47590932539368
"77",-5.42883071177492,5.89307433122964
"78",-5.73540237583697,6.24220250078125
"79",-5.09835019083703,6.47033461172613
"80",-5.37900969952995,6.30764005274452
"81",-5.33074577052354,6.15025349450659
"82",-5.81912866138399,6.12263454550721
"83",-5.41331327499615,6.42641867491121
"84",-5.38324744638532,6.41071236070997
"85",-5.39150478465007,6.06813030192189
"86",-5.19882644088725,6.21848552378477
"87",-5.77695360413469,6.22639780314946
"88",-5.83354977859083,6.56075366041928
"89",-5.52497372259633,6.49845988456867
"90",-5.78828860375108,5.91371679721604
"91",-5.81188874670864,6.33118704173485
"92",-5.11184845667145,6.46325571721296
"93",-5.47843811169868,6.42654155609674
"94",-5.73399417671814,6.60649747438818
"95",-5.80234323464229,6.42858454446756
"96",-5.20028678448676,5.86985201453772
"97",-5.61458491598594,6.04615150789137
"98",-5.69931236880898,6.05306402977414
"99",-5.20103771213132,6.03548165893279
"100",-5.76300398666586,6.14263720826488
"101",-5.86427190301896,5.91140848753872
"102",-5.523956198232,5.84187924978345
"103",-5.77760962713454,6.13713261056823
"104",-5.81631189700433,6.28250087817363
"105",-5.7193622487962,6.59671601562304
"106",-5.74022404357552,6.36965639720652
"107",-5.19881212898298,6.26643408505127
"108",-5.3947682764778,6.23767263068748
"109",-5.32148652529238,5.92158620948276
"110",-5.29690372617471,6.14753645964634
"111",-5.40602612625207,5.90911055448638
"112",-5.73932125009462,6.1676930707253
"113",-5.17090867530351,6.09980840104607
"114",-5.69398477796631,6.04438432831992
"115",-5.28037329925579,6.06808620076085
"116",-5.62096085704872,6.4545677520558
"117",-5.4261705918142,6.53578881708395
"118",-5.49314717681586,6.23654569660148
"119",-5.53459654951454,6.18222038746996
"120",-5.87174399233693,6.15733123235142
"121",-5.30464635961175,6.04842375749696
"122",-5.53635945097366,6.54544814297925
"123",-5.17999863155199,5.89764536967756
"124",-5.63339274821793,6.10998749689891
"125",-5.34038537996777,6.13372982755104
"126",-5.45336657050448,6.37650789082266
"127",-5.64432717867344,5.83930286153556
"128",-5.7772689303596,6.02390461785626
"129",-5.59724979835713,6.43785018001707
"130",-5.48488459933972,6.49266004277726
"131",-5.45775948025397,6.56118710476875
"132",-5.91437078252806,5.77579390444208
"133",-5.29898424308589,6.08138755428171
"134",-5.8166823510196,6.21265849145006
"135",-5.84383700679748,6.06600760074546
"136",-5.66507566767508,6.35224352687525
"137",-5.70044786142137,5.89320917114336
"138",-5.71419890378917,6.171223296139
"139",-5.20692260169607,5.79619089043457
"140",-5.66387763453734,5.87590730866171
"141",-5.76883151431468,6.26203576470054
"142",-5.52581784280714,6.25583758197122
"143",-5.24032688369143,6.43362609099951
"144",-5.60890341227602,6.15228433867204
"145",-5.90882062467355,6.46399872685067
"146",-5.78803595235613,6.52111558187876
"147",-5.93432574345469,5.81868983879818
"148",-5.65800584457359,5.8465400481961
"149",-5.56624500389785,5.90309045021923
"150",-5.37575665994112,5.76160032413488
"151",-5.75709132462779,6.3947781857192
"152",-5.31009396903426,6.5217054995257
"153",-5.45139085970309,5.8736236707124
"154",-5.45202939728639,6.45566891008891
"155",-5.88426706569268,5.73664047602105
"156",-5.28108388170159,6.15116372121558
"157",-5.7134393963639,6.28388777169598
"158",-5.49544932524513,6.36730090593024
"159",-5.38479400918422,5.96498779228022
"160",-5.64269242439597,6.25312918943612
"161",-5.37168425884471,6.02470541702656
"162",-5.34135932799635,6.10489400115166
"163",-5.6018714401402,6.04119428817475
"164",-5.36245349183899,6.28375510717545
"165",-5.7696608846629,6.19465282057344
"166",-5.90184950707732,6.23592145473093
"167",-5.3248051515568,5.78231149046801
"168",-5.43601503734547,6.10552217270954
"169",-5.24643234438654,6.04997637775903
"170",-5.60513507824515,6.25253925713529
"171",-5.37130916108272,5.90740832217442
"172",-5.82398661300216,6.16518248448466
"173",-5.92993912159181,6.08124619209425
"174",-5.67099722568482,5.74223006176071
"175",-5.96989469599124,6.27678191064857
"176",-5.58769420154941,5.73864899174763
"177",-5.88663237647456,5.97655552730133
"178",-5.23271761501315,6.01605121431863
"179",-5.90673703852111,6.34819261918081
"180",-5.21339706015147,6.39822262567242
"181",-5.29762095733296,6.28192130932323
"182",-5.39934270254477,6.1427633310277
"183",-5.84242254904303,6.21795861536725
"184",-5.24897045149717,5.89883489895742
"185",-5.23838035712321,6.22895062057216
"186",-5.21663796948379,5.67492070840495
"187",-5.60786132802322,5.76177710934258
"188",-5.74092885488559,6.42597524259097
"189",-5.35929436217668,5.74003121823993
"190",-5.96280072914078,6.40378310082741
"191",-5.76657874635813,5.9812120316207
"192",-5.66142469865255,6.19708433054508
"193",-5.65071575547122,5.76656447696676
"194",-5.22949569847941,6.24851362384298
"195",-5.35513698790098,5.69023488259972
"196",-5.62508524404467,6.11660395515223
"197",-5.37974146566502,6.05391974177704
"198",-5.76386968245963,5.70318324563196
"199",-5.24803039659639,5.8908173979344
"200",-5.45535103568225,6.04694713304211
"201",-5.91425280379436,6.16206884999406
"202",-5.4110228176662,5.98656461956805
"203",-5.32899086897784,5.83413846655786
"204",-5.28373909222485,5.86056260048726
"205",-5.90264115830384,5.94202141052546
"206",-5.89130903443675,6.13688235837548
"207",-6.00184474056324,6.4142529439381
"208",-5.62746527921588,6.29650769250695
"209",-5.25745533465236,5.93323301024983
"210",-5.42120755175966,6.05774541870754
"211",-5.90255957895944,6.37672994462716
"212",-5.45114120466829,6.19338974591903
"213",-5.71420887453079,6.1002554412112
"214",-5.76931768278269,6.0032047933744
"215",-5.30093493238357,6.33032797730545
"216",-5.2822334309815,6.01358979447461
"217",-5.31614413803422,6.26535664594964
"218",-5.28449016724886,5.79838765458197
"219",-5.47180799315906,5.65866635416325
"220",-5.98145393725918,5.87776769212868
"221",-5.36314829056615,5.81205207179251
"222",-5.72711398742414,6.27123026927178
"223",-5.46104535012525,6.19841172002857
"224",-5.27329160040511,5.62882092759209
"225",-5.39033135215669,6.02079747478674
"226",-5.33576614405066,6.33427207981611
"227",-5.30958907180579,6.3888402942472
"228",-5.7588267174727,5.67210381336998
"229",-5.86940168174403,5.97337485595712
"230",-5.47355143029346,6.14398678507849
"231",-5.96345016420399,5.75195526135814
"232",-5.36590135499586,6.09818657649628
"233",-5.98622409565307,6.11916940759562
"234",-5.58399706922201,5.94535100741385
"235",-5.9009133421439,5.69699290142186
"236",-5.87572859039382,5.84271318632928
"237",-5.70330635112578,6.15933046254921
"238",-5.9919600220471,6.21852648486533
"239",-5.81112899422406,5.9597936401675
"240",-5.325067079776,6.13943677063115
"241",-5.68892460078541,5.79075495126908
"242",-5.47458463855255,5.58409363483142
"243",-6.01448167057909,5.84224108308031
"244",-5.55036005853031,6.0763907481901
"245",-5.75597766027207,6.0597927884398
"246",-5.59910870496795,5.60947050920365
"247",-5.75127828377929,5.79634920450029
"248",-5.6019009743098,5.61176975682062
"249",-6.02040657354153,5.88996960160219
"250",-5.51445779300401,5.76479231033287
"251",-5.80575603422295,6.28666812310757
"252",-6.05971073407676,6.05354228657484
"253",-5.47331141158756,5.96437941198259
"254",-5.49332296735285,6.06338724288331
"255",-5.72307361304321,5.99533224243126
"256",-5.77433645257461,5.8398262833269
"257",-5.8635474385024,6.03006197054573
"258",-5.40775922973372,5.75208499081509
"259",-5.40525949125766,6.07390851358208
"260",-6.06070274241344,6.14930637398268
"261",-6.09099481166234,5.64369194183885
"262",-5.67202054773618,6.01580145040624
"263",-5.68357341083119,5.94064435711197
"264",-5.91894021036333,6.0295162935205
"265",-5.66536258431924,5.94301542074385
"266",-5.74037257744451,5.64861405030827
"267",-5.46074064507967,5.70433825334115
"268",-5.87032641498358,6.2400157386457
"269",-5.85225351922295,6.28254059064224
"270",-5.31436320429458,5.76852969840569
"271",-5.40182750805229,6.14489029153531
"272",-5.61801960907693,6.23816695629553
"273",-5.3742360757372,6.05199165764284
"274",-5.88308096184355,5.56220226540887
"275",-5.40048466294265,5.78898539578103
"276",-5.42961001022769,5.99083977171646
"277",-5.82797201201552,6.28323121984375
"278",-5.45425345753181,5.89549719838044
"279",-5.72402566920244,6.26241670938037
"280",-5.97054987831084,5.48864299014392
"281",-5.47734973937554,6.11261028416252
"282",-5.50490697481934,5.58466688755948
"283",-5.5188366360273,5.50148853205979
"284",-5.91954903798322,5.73592808953133
"285",-5.67051471041683,5.67405545001805
"286",-5.35736213226993,5.95264287203578
"287",-5.48457706730878,6.15186888100963
"288",-5.41022297695213,5.85812984491765
"289",-5.87198756141815,5.90166678112371
"290",-5.74900382295984,5.90586991192023
"291",-5.58347874687649,5.60064723719548
"292",-5.97551905582841,5.75342293670864
"293",-6.0032602093011,6.19896195443987
"294",-5.86883239104916,5.82291348436583
"295",-5.42384754162902,5.50865600850865
"296",-5.77862530823025,5.47081950571596
"297",-5.67584355565719,5.93760683844518
"298",-5.94097754657651,5.63326147193104
"299",-5.6102428359163,5.61808351476401
"300",-5.9983454372227,5.99987940085782
"301",-5.87157912002283,6.23220245067398
"302",-5.43326195550977,5.54902817860741
"303",-5.34596794119051,6.12789133495004
"304",-5.95086920432424,5.59083365494675
"305",-5.59807689493016,5.73147073441706
"306",-6.08387255882937,5.83190348891049
"307",-5.56671939623208,5.85686140932029
"308",-5.42974097542885,5.42407583850459
"309",-5.70985172440498,5.42739915621993
"310",-5.57089915129288,5.86282261094604
"311",-5.90519718447602,6.16948840399736
"312",-5.53433204489516,5.46891217807543
"313",-6.09673051888484,5.63306586136226
"314",-5.35548509622077,5.95075711740944
"315",-5.63128262224981,6.1200527117071
"316",-5.44334405027509,5.86704265549359
"317",-6.04904767374177,5.98861663932021
"318",-5.40077190858548,5.98627616850916
"319",-5.93657550948512,6.14030715345405
"320",-6.03860905090803,5.92946271132095
"321",-5.5212808901786,5.45819268300166
"322",-5.78507661970447,5.57540879001608
"323",-5.88864932710216,5.91228233344955
"324",-5.42350548579721,5.89813267144222
"325",-5.75705944686446,5.52848668913474
"326",-6.08923413897435,5.75041314641557
"327",-5.60647048863135,5.50989248401689
"328",-5.5825424950648,5.58608652222388
"329",-5.93982214226795,5.43305559827105
"330",-5.96345126439421,5.64128668709091
"331",-5.7438350474352,5.70591601308405
"332",-5.38335523665937,6.08088271117644
"333",-5.7013638409459,6.13495442315497
"334",-6.04187580379309,5.78824003706507
"335",-5.82807705049679,6.15289243103896
"336",-5.46098075116651,5.44003563123414
"337",-6.00376589334683,6.076514624496
"338",-5.37034282531128,5.63530208711722
"339",-5.65474239718988,5.72402674582299
"340",-5.66502208568757,6.0521476421871
"341",-5.84895345021523,5.67325970514915
"342",-6.15531215487544,5.61601606609801
"343",-6.13388305869913,5.50631324293332
"344",-5.59498731943476,5.3954797218302
"345",-5.91653510475943,5.97385173800349
"346",-5.61753068152465,5.47398499748561
"347",-5.76756073741083,5.55347473853459
"348",-6.04912375946509,5.51517452698574
"349",-5.81387295455962,5.83915106776505
"350",-6.09882107518038,5.62710055948584
"351",-5.40910588931348,5.47371195448691
"352",-5.94172529053438,5.68393113983555
"353",-6.00569520777369,5.95880856693424
"354",-5.46921035985628,5.9844124476597
"355",-5.50153887280545,5.46715473250043
"356",-5.83957107453724,5.39976593505975
"357",-5.79858128763186,5.74419283857195
"358",-5.45520236511939,6.02611753626327
"359",-5.88849471528097,5.61066161478138
"360",-6.15431218124414,5.53296865966
"361",-6.00781536835783,5.86468824989217
"362",-5.91257785108633,5.95904654018599
"363",-5.99900046757997,5.48351303412746
"364",-6.10699660600329,6.02025682085576
"365",-5.77210048972376,5.36394995242343
"366",-6.16208364294732,5.97236568388129
"367",-5.80057758961406,5.88076374490961
"368",-5.98854728312279,5.92837944172722
"369",-6.16259753735628,5.92666077402435
"370",-5.71379534741824,5.91610333068526
"371",-5.82228877898746,5.55385239757379
"372",-5.54602100317321,5.59060145953311
"373",-5.48492888565388,5.69442145284479
"374",-6.14631218198184,5.81248496774996
"375",-5.97437808664625,5.72491174287606
"376",-6.06425347127014,5.82972796379541
"377",-6.05528642298833,5.49367416952618
"378",-6.00809868065774,5.30297689594006
"379",-5.71727290352424,5.62631457304666
"380",-5.8352733702454,5.76683368302297
"381",-5.9924383386181,5.33219126793634
"382",-5.57683200783197,5.46889115077631
"383",-6.1491994853349,5.42063441338102
"384",-6.03747909876099,5.96395147068904
"385",-6.11802460414734,5.42813951056096
"386",-5.80811308641798,5.87448526921635
"387",-6.1349668385204,5.53529539259559
"388",-5.6325750020437,5.89474700086199
"389",-5.6134002777882,5.7502880605643
"390",-5.99512026335529,5.65761870260384
"391",-5.92091041066409,5.93807043353367
"392",-5.99097226304092,5.4668109642083
"393",-5.58034203766685,5.72431218072865
"394",-5.73349872403238,5.27863551046313
"395",-5.8961980310149,5.86896961928093
"396",-5.92502702559225,5.99285112299928
"397",-5.66270439515237,5.64522412968922
"398",-5.9023249921856,5.42688131256429
"399",-5.64635265917441,5.55105012059646
"400",-6.1944207105089,5.60910419761417
"401",-5.66953681821543,5.72750883122995
"402",-5.89612889312367,5.96507629399027
"403",-6.16937755561148,5.78465464628835
"404",-5.57048468287907,5.34174902993131
"405",-5.73501072948535,5.2132520574297
"406",-5.75522958448725,5.5377964886201
"407",-5.46536852889898,5.97574622101323
"408",-5.46163727053013,5.95821559110415
"409",-5.49665179200369,5.40070774392509
"410",-6.04773200235242,5.85414225567805
"411",-5.54228188836521,5.83888483564577
"412",-5.86971606873048,5.454250001576
"413",-5.69979385587487,5.37677058082368
"414",-5.91027002986103,5.94620044521324
"415",-5.49520890383652,5.9077026206823
"416",-5.57257819829464,5.21072033544909
"417",-6.05178508892046,5.54706667181306
"418",-5.65974825405541,5.58951984527486
"419",-5.94225064252986,5.71084700797155
"420",-5.69640210538785,5.66795328262539
"421",-6.03839858955343,5.44369482635163
"422",-5.86070120157545,5.45485853658828
"423",-6.14458605741344,5.44395710387032
"424",-6.20764358707498,5.71472917075805
"425",-6.11359632168914,5.1465579114751
"426",-5.77483832108505,5.78868682488474
"427",-5.82438332955257,5.42145914281901
"428",-6.0823450866624,5.21836484614054
"429",-5.61789513845772,5.82288472106574
"430",-6.21506759444577,5.82599712973092
"431",-5.85750635618303,5.66926437818678
"432",-5.96382256536138,5.52307472869805
"433",-5.48149549259378,5.6629216316494
"434",-5.90221388934065,5.11560579450763
"435",-5.90031927034268,5.47615844586316
"436",-6.09462619640794,5.89964018818667
"437",-6.06221846532935,5.23462619156597
"438",-5.89003196240058,5.44365549418884
"439",-5.71017856170416,5.62080292361708
"440",-5.95297011225745,5.76525488347398
"441",-5.70541843493545,5.74912184036852
"442",-6.07107513066672,5.73288330892748
"443",-5.99355158443754,5.21159398337287
"444",-5.65345034290402,5.17093294046334
"445",-5.88352839986356,5.19618646160691
"446",-5.69944344536441,5.85452079473484
"447",-6.12848728067594,5.75434256271207
"448",-5.78713543341853,5.43949105215322
"449",-6.23315307422754,5.20761561771
"450",-5.72869556912596,5.35523191432246
"451",-6.16090439681633,5.37043449961082
"452",-5.86647756925145,5.76395028551041
"453",-5.60294044542728,5.42156735061904
"454",-5.72820756560654,5.65151934402921
"455",-5.86437812977442,5.49225342992485
"456",-5.62228914571452,5.39533073162698
"457",-6.1153827228659,5.70397452270895
"458",-5.98158709667625,5.35581371014495
"459",-5.70382554639559,5.45070686758529
"460",-5.59449604369608,5.79523162315167
"461",-6.00012757031589,5.82838696569294
"462",-6.07730763487726,5.15242381099756
"463",-5.85502983661515,5.52336288107115
"464",-5.55540764936411,5.81369990486069
"465",-6.00645710850711,5.04927207247592
"466",-5.98800935242454,5.13386866598464
"467",-5.74721445444708,5.63897528716481
"468",-5.56932246230223,5.04832923155322
"469",-5.55664634517007,5.23868735858104
"470",-5.49015401228752,5.76985210717593
"471",-5.75475502395567,5.24350122427596
"472",-6.13370952275043,5.73875503579398
"473",-5.84939407240639,5.36680574696611
"474",-6.1062648729667,5.10341886086777
"475",-5.58781773577238,5.56647939365727
"476",-5.63366652257138,5.26221040764478
"477",-6.14633142351712,5.19046227643316
"478",-5.58020701807918,5.47675831360719
"479",-5.7433134345474,5.34301248373524
"480",-5.7830816285235,5.32436645965423
"481",-5.59366975416085,5.44999360538316
"482",-5.49460378103587,5.06474908053403
"483",-6.24451727392585,5.38601474179162
"484",-5.78466856756696,5.10475740866661
"485",-5.99991139100428,5.1783076205238
"486",-5.47890475059624,5.12851158525767
"487",-5.77964464353009,5.18862096608714
"488",-5.67131521048786,5.04568888810246
"489",-6.20642574667518,5.45202656715411
"490",-6.08103374273726,5.39281553019967
"491",-5.85227667143174,5.11966620787665
"492",-5.77175205013424,5.29769569143635
"493",-5.65890310342385,5.24182882852756
"494",-5.87303482157284,4.96689919141592
"495",-5.54930440828395,5.21252712383177
"496",-5.58396628331024,4.96250512275817
"497",-6.05850614598963,5.47753140772514
"498",-5.61099729879246,5.04660624753032
"499",-5.89838583572083,5.38868802686532
"500",-5.7540760772967,5.67578761727688
"501",-5.69583902807951,5.49638353347173
"502",-6.24964306112689,5.56243145798232
"503",-5.92095286536622,4.96820491532877
"504",-5.62097449367796,4.98321030389155
"505",-5.92953951706642,4.93521903325323
"506",-5.96400253572479,5.47147391434843
"507",-5.54439812909165,5.03081233699962
"508",-6.19747503753524,5.56684908355405
"509",-6.25704438237402,5.02844470840367
"510",-5.62069333059461,5.46771325493144
"511",-5.85410169880295,5.37842724661645
"512",-5.4954237145517,5.30168747120738
"513",-5.51096270336818,5.68023584634476
"514",-6.04556384387534,5.10931933617419
"515",-5.80353556887522,5.23987000610777
"516",-5.47270101572818,5.37611408438563
"517",-6.24675740014589,4.92930924892674
"518",-5.48821706783839,5.04714026648025
"519",-5.61723873333523,5.53824965559421
"520",-6.05639995128676,5.43504568672571
"521",-5.98398965170954,5.24553757349066
"522",-5.97384734382827,4.95750892730615
"523",-5.56420447975179,4.91707774202967
"524",-6.06555824183137,4.96574344764643
"525",-5.95694755975295,5.2554639234192
"526",-6.13243550219258,5.24057298307326
"527",-5.91895026370151,5.01798503688099
"528",-5.73651984957587,5.50394078989034
"529",-5.88649466296529,4.89607585926873
"530",-6.00178451734115,4.92567790720581
"531",-5.55152859317326,5.25334734454268
"532",-5.81728899579577,5.55955153703143
"533",-5.49886030353185,5.07176879800506
"534",-5.87187498104118,5.02242540248039
"535",-5.73896373032065,5.15168362198456
"536",-5.9557034003203,5.28443449744716
"537",-5.7641720619108,4.84014378164533
"538",-5.53328042595062,5.20246990930527
"539",-5.47864185516705,5.21626361085672
"540",-6.1293679746064,5.39104293474892
"541",-5.96697921052348,5.16488014900059
"542",-6.07969599250952,5.33821962366328
"543",-5.67331175530605,5.00679994096914
"544",-5.60353438385606,5.11896194036055
"545",-6.24003386783589,5.07471384496878
"546",-5.78615037758837,5.20264583153581
"547",-5.71069482291339,5.38051702712608
"548",-5.53120351075368,4.95165513462905
"549",-5.78323113531306,5.02983752063602
"550",-6.15911508067521,5.14612300952327
"551",-6.02315734129491,5.20305415451863
"552",-6.19651898299641,5.34397897476744
"553",-6.18340786107438,4.97660650717436
"554",-5.60385219250032,5.48330172958968
"555",-5.98008114269579,4.94187796853806
"556",-5.87702902908287,4.8327241609391
"557",-5.89667948272131,5.27769137511896
"558",-5.64061860596594,5.12292695381563
"559",-6.243436141722,5.20018961873058
"560",-6.23839259697894,5.21020470304318
"561",-5.56532864524798,5.03525773889862
"562",-6.09403658442934,5.35425372588251
"563",-6.08155125835884,4.77991172538919
"564",-5.8483348265277,5.14393207303351
"565",-5.5015026182335,4.86603342847333
"566",-5.96052527082527,5.25976816553442
"567",-5.71577531994981,5.11584319589482
"568",-5.60082105442895,4.86549591968948
"569",-6.0681685797447,5.41595804814332
"570",-5.70859940137252,5.41902346723672
"571",-5.84239941541055,5.05138633600055
"572",-6.04120154493398,5.31026234733057
"573",-5.85960445525888,4.88800487724152
"574",-5.63392867057087,5.30554476750154
"575",-6.06632314422113,4.78113757133874
"576",-5.96755362830748,5.07344017350593
"577",-5.94994545877351,4.92558667755828
"578",-5.69420620811366,5.25961406398996
"579",-5.7428476009192,4.94310684298075
"580",-5.63915540185762,4.79073025629166
"581",-5.77691780326681,5.46192126485195
"582",-5.88538202604467,4.68920217901963
"583",-5.67670174086454,5.09074425189454
"584",-5.57018555903031,5.23348788986165
"585",-6.25949255842812,5.19191893902171
"586",-6.21360762338608,4.75636561858885
"587",-6.20843576077681,5.20952993408818
"588",-5.47681197799722,4.84887401889772
"589",-5.52794995501726,4.94274108963368
"590",-5.73319758425166,5.42590950477678
"591",-5.55002225531306,5.40752918589521
"592",-5.99329943974358,5.18747828030544
"593",-5.7394904338387,5.29952131731078
"594",-5.77432579767859,4.71462105684174
"595",-5.83676589009554,4.924177339245
"596",-5.53887774067702,4.94117264799918
"597",-5.53180139774327,4.73096722699623
"598",-5.94340838561898,5.00701883654122
"599",-5.98807021282176,4.98331818032505
"600",-5.97570960410208,4.98534900880969
"601",-6.10813307135366,4.86097374977612
"602",-5.8667799665926,4.67394724910975
"603",-5.82391144166016,4.60894443450818
"604",-5.68573045283206,5.13608149035906
"605",-6.18148215931419,4.90867437031152
"606",-6.11924843516439,4.83340362229845
"607",-5.62906449375949,5.11683200746824
"608",-5.75213421578087,5.26889036235054
"609",-5.90847262562418,4.77354310177697
"610",-5.78907747006739,5.22711550490104
"611",-5.93166152913211,4.89927515630108
"612",-5.52621916352212,4.80288215198282
"613",-5.56772803279726,5.36395953931261
"614",-5.8805359170607,4.98986636584898
"615",-5.78919437408205,5.25266954881726
"616",-6.11283125300138,5.04205022590104
"617",-5.65110449303303,4.62719158238521
"618",-6.04757531642423,5.22620494962193
"619",-5.85886343237858,4.97721322889841
"620",-5.68357455827747,4.5769258530098
"621",-5.70787734544203,5.32196807958473
"622",-5.5669316922767,5.29389144719287
"623",-6.1139189132943,5.00832722100599
"624",-5.49006910483777,4.65848013454866
"625",-6.09237446775691,4.69547126027646
"626",-5.98762433600012,5.04517273427041
"627",-5.97432618640829,5.11636881600401
"628",-6.15081407592509,4.55222423293478
"629",-5.75436952453285,5.03540523630849
"630",-5.86994047542591,5.15575443860678
"631",-6.02932816062355,4.54191146968737
"632",-5.66096434723659,5.01511617463731
"633",-6.24377518304665,4.97247713512658
"634",-5.52051390692135,5.24189847795901
"635",-5.7791178473473,4.93381208383836
"636",-6.22289422307184,5.07312443123085
"637",-6.19612592447944,4.6651287890525
"638",-5.54811150613277,5.06915459292743
"639",-5.65339421288911,5.23729554934708
"640",-5.5842414466218,5.15450530190738
"641",-5.76001364653681,4.98820851435434
"642",-6.0650057238378,5.24440606147211
"643",-5.7036816355076,4.58663212579375
"644",-5.75681289586907,4.57582446514893
"645",-6.02970031689794,4.8316128141484
"646",-5.73330443180597,5.17494150237492
"647",-5.72608056786376,4.58504419675857
"648",-5.47596873737105,4.65085839393059
"649",-5.81574983173567,4.97916621962649
"650",-6.10229325100423,4.86374146137168
"651",-6.05292266006836,5.05313161382349
"652",-6.18847239772567,5.20240226197216
"653",-5.87824328218254,4.83178372430258
"654",-5.62131789937437,4.64832889668216
"655",-5.50161390244469,4.7361886714917
"656",-6.18781063637859,4.5534401181769
"657",-5.5205781410149,4.63484561168487
"658",-6.24061879525426,4.47937827228524
"659",-6.15806072442638,4.98745019781981
"660",-5.89729383864102,4.47315731409965
"661",-5.74350716968142,5.12237032135593
"662",-5.96977477876156,4.53002777224523
"663",-5.56359566822842,4.96153466444079
"664",-5.90064523747999,5.11606451239764
"665",-5.51277910545579,4.99587146050349
"666",-6.15058372466603,4.65693459885795
"667",-5.80907850416309,4.91447912307791
"668",-5.53874716394645,5.10512174123659
"669",-6.17910878118098,4.44446410015818
"670",-5.67158074504446,5.02613904292863
"671",-5.96095262927741,5.10919545234938
"672",-6.03996400291013,5.01627989185295
"673",-5.8758305375293,4.90887746451971
"674",-5.66570104794544,4.55797636046167
"675",-6.05631333378195,4.95531781740889
"676",-5.53199753473971,5.06540235028146
"677",-5.77253807767914,4.42744840601048
"678",-5.89849751770764,4.3876257187323
"679",-5.9059901472218,4.68747690004229
"680",-5.6157113623932,4.72402900655912
"681",-5.89497310043189,4.37573815042361
"682",-5.71147117909915,4.65639164477389
"683",-5.81036137752147,4.58989090928669
"684",-5.74643644636912,4.93588861998824
"685",-5.6750069002579,4.34302383479584
"686",-5.8239370421184,4.52462286684072
"687",-6.10223833899062,4.3774280355984
"688",-6.06549260553962,4.61515632595794
"689",-5.53188748448032,4.83355488167359
"690",-5.87878598469389,4.73314237117006
"691",-5.54778889686488,5.08170252993802
"692",-6.09887468158152,4.39336837007315
"693",-5.60541851387655,4.44898102214231
"694",-6.23775876242585,4.53698864478967
"695",-5.62898936740035,4.32994863929504
"696",-6.25072508587386,4.74939414303001
"697",-5.7379066120155,4.72867933015467
"698",-6.14658645989055,4.3406022415541
"699",-5.51393909546774,4.47205805381633
