"","x"
"419",0.93517311874878
"420",0.921529362559587
"421",0.918058365294464
"422",0.924111391828304
"423",0.942521133313913
"424",0.92186707290344
"425",0.927686065960033
"426",0.933742632805992
"427",0.933529972655264
"428",0.945021478944243
"429",0.936654267846047
"430",0.927582165771914
"431",0.946293783082836
"432",0.948743145202824
"433",0.951012844501139
"434",0.946659541183323
"435",0.947813334575187
"436",0.94617789113452
"437",0.944524381990311
"438",0.957079052716792
"439",0.93355211804275
"440",0.940565831106533
"441",0.947968482019679
"442",0.950646780574955
"443",0.944980006054613
"444",0.966209309509006
"445",0.960366027562327
"446",0.938456946824239
"447",0.953255078788501
"448",0.960398774857542
"449",0.965219617791926
"450",0.960840991499093
"451",0.948545970139169
"452",0.959494330942682
"453",0.965756887569511
"454",0.96535534451031
"455",0.953518076974906
"456",0.960944215698138
"457",0.962512760857484
"458",0.954074995542971
"459",0.961805257117491
"460",0.96517575610721
"461",0.983134789384056
"462",0.965588654559631
"463",0.95897938322206
"464",0.973518133995275
"465",0.966718210467619
"466",0.988969337583297
"467",0.974797399418708
"468",0.992244395164648
"469",0.986746066235994
"470",0.995026783573484
"471",0.988485797426553
"472",0.996151148114371
"473",0.975122057737712
"474",0.987465241914011
"475",0.994888490915982
"476",0.983279968174371
"477",0.979096186878419
"478",1.00385818076977
"479",0.987054854761489
"480",1.00555483606337
"481",0.985517148981686
"482",1.01365018996286
"483",1.00207702771305
"484",1.015377700614
"485",1.01883296611147
"486",1.00202980642992
"487",1.01493609891868
"488",1.01040322848403
"489",1.02344730992556
"490",1.00955301467869
"491",1.01849467189902
"492",1.00650825583696
"493",1.01040232545738
"494",1.00637064346403
"495",1.0227209859841
"496",1.03462670912186
"497",1.03184895336825
"498",1.02037887508644
"499",1.02826245396629
"500",1.03894586932475
"501",1.02723237438442
"502",1.01789656812309
"503",1.04452898038116
"504",1.02564458690372
"505",1.0414887501541
"506",1.04711519053964
"507",1.03068872082744
"508",1.03398816330842
"509",1.04462783988447
"510",1.03366110051973
"511",1.04939964734521
"512",1.0480754915437
"513",1.0603408978588
"514",1.0659991007637
"515",1.05691272547597
"516",1.05873133953596
"517",1.0568968986399
"518",1.05572041955355
"519",1.0559059484811
"520",1.04924957070819
"521",1.05950975385062
"522",1.06571907747875
"523",1.05322712005472
"524",1.07263856215964
"525",1.0653938117362
"526",1.07292289418811
"527",1.06955944340372
"528",1.088833117182
"529",1.08136725227361
"530",1.06589842021789
"531",1.07881303033956
"532",1.08693180158075
"533",1.08773462431205
"534",1.08612919709989
"535",1.07532903924854
"536",1.09843411571417
"537",1.08232470573059
"538",1.09910907970485
"539",1.09133076950821
"540",1.10927188316725
"541",1.08566323425385
"542",1.10739447483682
"543",1.10259152822909
"544",1.09376727053779
"545",1.10041964158063
"546",1.1080870940211
"547",1.11467115571514
"548",1.12426556164657
"549",1.12671157547808
"550",1.12527260140775
"551",1.1199313256946
"552",1.10256815719586
"553",1.11679529229456
"554",1.12961301878727
"555",1.11287223279665
"556",1.13788085510822
"557",1.11170864934971
"558",1.13009667220223
"559",1.11528378175509
"560",1.12694694843396
"561",1.14042202802902
"562",1.12091675686947
"563",1.136814040667
"564",1.14191178384104
"565",1.12978994328599
"566",1.13589857653559
"567",1.15028376044199
"568",1.15518406438217
"569",1.13925266937693
"570",1.15508239125336
"571",1.14744813499529
"572",1.14238751866527
"573",1.16006771071276
"574",1.15404470032697
"575",1.14680787662876
"576",1.15256720357863
"577",1.14954042867471
"578",1.15401389197967
"579",1.16310409591559
"580",1.16781615677903
"581",1.16675918179808
"582",1.15122498584609
"583",1.17229053695468
"584",1.15232651454532
"585",1.16663958840415
"586",1.15284330629353
"587",1.17819055767872
"588",1.16401322242133
"589",1.15731301052535
"590",1.18336828567268
"591",1.16396985515873
"592",1.16847547002169
"593",1.17631842217148
"594",1.18749118399232
"595",1.17192658291486
"596",1.18186801863366
"597",1.18064205716571
"598",1.18181713578118
"599",1.18871808371645
"600",1.17080787271135
"601",1.19230919210276
"602",1.18433114528266
"603",1.18913871011326
"604",1.20291903679474
"605",1.18530178861851
"606",1.19076235225844
"607",1.18940905743893
"608",1.19480411655391
"609",1.19621350944839
"610",1.20197347530727
"611",1.18375929735387
"612",1.18681094631474
"613",1.18368080290545
"614",1.18556303795295
"615",1.19226100888021
"616",1.20683802482738
"617",1.21197270852164
"618",1.19056450393174
"619",1.21218134656535
"620",1.20310521991396
"621",1.20892749714264
"622",1.21532434850039
"623",1.19977799559216
"624",1.20483513341587
"625",1.19871237029119
"626",1.19337371761017
"627",1.21477247221942
"628",1.21012909071937
"629",1.20549790753887
"630",1.21124715111562
"631",1.20705051500914
"632",1.21791163534853
"633",1.22449221631885
"634",1.22330561358412
"635",1.22124983771861
"636",1.21634521792109
"637",1.21274114543918
"638",1.20277113060873
"639",1.20595499954341
"640",1.21982146253148
"641",1.21440027380595
"642",1.22525845308275
"643",1.23073978616821
"644",1.21629521313555
"645",1.21579707485038
"646",1.22758193634866
"647",1.20999899904127
"648",1.21454023576619
"649",1.21822233015966
"650",1.215487535684
"651",1.23236914506293
"652",1.21127769091115
"653",1.22476930705794
"654",1.21110705410269
"655",1.23423518796212
"656",1.22475053417951
"657",1.20857343775105
"658",1.21733909446127
"659",1.23674038011711
"660",1.21006584587084
"661",1.22030711313595
"662",1.23237699569753
"663",1.21134543805668
"664",1.23602615822382
"665",1.23763390867464
"666",1.21949099459664
"667",1.23357404474401
"668",1.22193398963403
"669",1.23786983993369
"670",1.23071469531504
"671",1.22636636416514
"672",1.22072065559812
"673",1.22094740327811
"674",1.2222028823482
"675",1.23477784665166
"676",1.21697073403578
"677",1.21947513150226
"678",1.22173526089102
"679",1.23503232185966
"680",1.22826158695765
"681",1.21580552291651
"682",1.22885263744118
"683",1.23413466839677
"684",1.22814325250637
"685",1.2188944062543
"686",1.21290288787967
"687",1.22623615337875
"688",1.21331938964356
"689",1.21487302666162
"690",1.21029094197115
"691",1.21720014988277
"692",1.22694401703463
"693",1.21318659031583
"694",1.23135334252275
"695",1.21604973595856
"696",1.22691779239948
"697",1.20661798068048
"698",1.22071774041219
"699",1.21553897410973
"700",1.23158020350613
"701",1.22818044012603
"702",1.20859616999201
"703",1.22365944258831
"704",1.21489390631856
"705",1.21445195716641
"706",1.21988591354279
"707",1.2285118180286
"708",1.22660707853891
"709",1.22206621580443
"710",1.20372141567375
"711",1.22709198093355
"712",1.20486095235039
"713",1.21783639831307
"714",1.21501968521871
"715",1.21683906048681
"716",1.21727941826726
"717",1.21757177516399
"718",1.19860601965738
"719",1.20787354899667
"720",1.21850158282027
"721",1.19594545145713
"722",1.19207974028672
"723",1.20882364371853
"724",1.19049161511377
"725",1.19305195170967
"726",1.21155778052857
"727",1.19570828845016
"728",1.19839594330196
"729",1.19023272784553
"730",1.20748669698972
"731",1.18613370056164
"732",1.20091366331115
"733",1.18706946582842
"734",1.20195630922242
"735",1.18688252204603
"736",1.19015554098439
"737",1.19783796256759
"738",1.18561999579852
"739",1.18433124745598
"740",1.20119640489663
"741",1.20279609302603
"742",1.17475045805878
"743",1.1785004746625
"744",1.19971267710235
"745",1.18544603201448
"746",1.19943144766976
"747",1.19567546209278
"748",1.17118500179206
"749",1.1742424654233
"750",1.16873215913913
"751",1.18721275425761
"752",1.18050939784553
"753",1.16348336550647
"754",1.17860503467649
"755",1.16100115186961
"756",1.1668052159618
"757",1.17558757033004
"758",1.17665228366403
"759",1.17175856113129
"760",1.16180693128945
"761",1.17493029865486
"762",1.18162310618157
"763",1.16744534378381
"764",1.17256285174205
"765",1.1600862110143
"766",1.17582139459536
"767",1.15632410119111
"768",1.17585179161935
"769",1.15754595781036
"770",1.15474698269588
"771",1.17147984122117
"772",1.16983746265878
"773",1.14878121222287
"774",1.14957652212834
"775",1.15876714830162
"776",1.15580729088435
"777",1.13963749924873
"778",1.15384892965407
"779",1.1421243701516
"780",1.13977113763562
"781",1.14766189271984
"782",1.1341095008314
"783",1.16009199353579
"784",1.14873447986873
"785",1.15374473336794
"786",1.15453330165687
"787",1.13588139030805
"788",1.14119287944583
"789",1.12754171144248
"790",1.13031596326626
"791",1.13042303770247
"792",1.1364402052806
"793",1.14206139846206
"794",1.1287665939862
"795",1.14424880410272
"796",1.14366809337702
"797",1.11594557425393
"798",1.12398362887392
"799",1.12570643134265
"800",1.13174246892959
"801",1.13250928257535
"802",1.13384145102146
"803",1.11088237492381
"804",1.11717144315946
"805",1.10659070706531
"806",1.11391771997297
"807",1.10967989080106
"808",1.1326035066689
"809",1.1107525038199
"810",1.10933314950706
"811",1.12905233113477
"812",1.1214696895793
"813",1.12691430716625
"814",1.11497844856078
"815",1.11787518137872
"816",1.11882614049417
"817",1.09448173494257
"818",1.10071167038688
"819",1.10257348398147
"820",1.11683255997286
"821",1.09866601903725
"822",1.0962074543464
"823",1.10192997094673
"824",1.10756640898261
"825",1.10875970396631
"826",1.10985505796719
"827",1.10659766402427
"828",1.10798798882633
"829",1.08805751787398
"830",1.08800785976951
"831",1.09828898441832
"832",1.09117606293169
"833",1.09492349273116
"834",1.0913702767912
"835",1.0837515783193
"836",1.10128996937405
"837",1.09760031686679
"838",1.08399944256938
"839",1.08793959255157
"840",1.09640318512464
"841",1.08706885495349
"842",1.07141867369605
"843",1.08769014905364
"844",1.06954532277183
"845",1.0818272229524
"846",1.09122719634577
"847",1.07301964517651
"848",1.074513923582
"849",1.08770552888584
"850",1.07354365783571
"851",1.06754509138631
"852",1.07972793506506
"853",1.08824565395365
"854",1.08450016794022
"855",1.08192274737493
"856",1.07465322706687
"857",1.06190679462483
"858",1.07502850300778
"859",1.07555676569441
"860",1.06074489347977
"861",1.07190038368248
"862",1.05327666443181
"863",1.06527405398619
"864",1.07438153784973
"865",1.07534576849886
"866",1.06087609867572
"867",1.07212758155789
"868",1.0710857560334
"869",1.06546355080626
"870",1.06240568593665
"871",1.07579622969855
"872",1.0728446257061
"873",1.05732972493048
"874",1.04698035517245
"875",1.07331002717085
"876",1.06821087129897
"877",1.05667832587933
"878",1.07092689189308
"879",1.04985102158419
"880",1.06352785950366
"881",1.06524998023409
"882",1.06719851854423
"883",1.04135262723841
"884",1.04212510230615
"885",1.04722283297174
"886",1.06373215668598
"887",1.05920059361334
"888",1.05969259575223
"889",1.04412725244324
"890",1.06714279829218
"891",1.05453257157693
"892",1.0615640745961
"893",1.06005455139706
"894",1.04884859708277
"895",1.04741448168577
"896",1.03596086757971
"897",1.04778567986216
"898",1.04953102062578
"899",1.05928579826389
"900",1.03893855796569
"901",1.0451102079969
"902",1.05953838409616
"903",1.03799880222191
"904",1.0368956307959
"905",1.03569377123672
"906",1.04715690537357
"907",1.04125376549482
"908",1.03565685327697
"909",1.05508274080566
"910",1.04185000015622
"911",1.03353888289885
"912",1.03464142320431
"913",1.05093590649994
"914",1.04710160943908
"915",1.0439452354332
"916",1.05959642034139
"917",1.05108172612703
"918",1.05911579844114
"919",1.04716831687328
"920",1.03474030939418
"921",1.041173027748
"922",1.03582832510167
"923",1.03991628820024
"924",1.05394680525122
"925",1.05141093122001
"926",1.04246790728265
"927",1.05619339256667
"928",1.04045246542421
"929",1.05481649937064
"930",1.06237199288887
"931",1.05228466079633
"932",1.03943098295646
"933",1.04837460330809
"934",1.04886653861906
"935",1.0368397002543
"936",1.0482296026444
"937",1.05065058153943
"938",1.06445460215782
"939",1.05948449349155
"940",1.05736615894617
"941",1.04639819781348
"942",1.03942294381182
"943",1.04653804644278
"944",1.04625091872413
"945",1.05500265701272
"946",1.05735125789445
"947",1.06665744024942
"948",1.05534403404942
"949",1.05025758464177
"950",1.06299813499816
"951",1.05486221669039
"952",1.04820549787165
"953",1.06080713659405
"954",1.06089725074708
"955",1.05444933542667
"956",1.05660843800065
"957",1.05971600494582
"958",1.06193122038422
"959",1.05758754301965
"960",1.05074328865016
"961",1.0715115349846
"962",1.06629328626426
"963",1.05300240347282
"964",1.05407685397924
"965",1.06432198465846
"966",1.07528091955555
"967",1.06878115905841
"968",1.07476157473444
"969",1.07306487354267
"970",1.07068314199193
"971",1.0542700064481
"972",1.07859507864904
"973",1.05243679401722
"974",1.07351669944209
"975",1.07959069055649
"976",1.07399691929302
"977",1.07759754003981
"978",1.05896160415464
"979",1.06394169127852
"980",1.08258294107288
"981",1.07029540816474
"982",1.07835108056213
"983",1.0671592691019
"984",1.07143495253623
"985",1.08204154388585
"986",1.08833124708294
"987",1.07302480645887
"988",1.08484997776676
"989",1.08191554015058
"990",1.08103749548129
"991",1.07017479371016
"992",1.07318798286704
"993",1.07562134267266
"994",1.08551641878596
"995",1.09703971312935
"996",1.09541510660989
"997",1.09049210933677
"998",1.08574014184535
"999",1.08773707228976
"1000",1.09016059246461
"1001",1.10112025603238
"1002",1.09562531399688
"1003",1.10208667468244
"1004",1.10084932086896
"1005",1.10003217820607
"1006",1.09305776758127
"1007",1.10684379146218
"1008",1.110576401448
"1009",1.10923538680977
"1010",1.10539025719638
"1011",1.11198523097541
"1012",1.11574601564729
"1013",1.10673792017426
"1014",1.09178052989252
"1015",1.1111963307408
"1016",1.106320711326
"1017",1.09470196949741
"1018",1.11998076807264
"1019",1.10687817115996
"1020",1.12235496897793
"1021",1.11544913305213
"1022",1.11107980773835
"1023",1.12075138276793
"1024",1.12852065285573
"1025",1.11102569749326
"1026",1.12956580423117
"1027",1.10443421678519
"1028",1.1097322396689
"1029",1.11341649204287
"1030",1.12528569868034
"1031",1.11294777657127
"1032",1.11774949018452
"1033",1.13486764658067
"1034",1.13135252521875
"1035",1.11951422985247
"1036",1.12783430926394
"1037",1.12972005194765
"1038",1.11681014810019
"1039",1.13380247107192
"1040",1.14342544811697
"1041",1.14789768289443
"1042",1.12674402489185
"1043",1.14432694806861
"1044",1.14322989604012
"1045",1.15298279034924
"1046",1.13257480232765
"1047",1.12766267316049
"1048",1.15668904869206
"1049",1.15256909096145
"1050",1.14792221242946
"1051",1.14477812874068
"1052",1.14047638698748
"1053",1.15467620189056
"1054",1.13599834677729
"1055",1.15098082838068
"1056",1.14143629137527
"1057",1.16407150631904
"1058",1.14072522957045
"1059",1.14963005834823
"1060",1.14767258639151
"1061",1.16866567661177
"1062",1.17200162874749
"1063",1.15825702939534
"1064",1.15517412046599
"1065",1.1554877055481
"1066",1.15670144638016
"1067",1.16544958391385
"1068",1.15868886506197
"1069",1.17928039381834
"1070",1.17688410091398
"1071",1.17924730989199
"1072",1.1637026916102
"1073",1.16349628771061
"1074",1.16998772867874
"1075",1.16079014711867
"1076",1.16343929378864
"1077",1.18535644838446
"1078",1.16357370996398
"1079",1.18463480007926
"1080",1.17215510761703
"1081",1.16577039859021
"1082",1.16993467132305
"1083",1.18049451231667
"1084",1.19205880338133
"1085",1.19112877893538
"1086",1.18160689021603
"1087",1.19186792221906
"1088",1.19719584739314
"1089",1.19932847208439
"1090",1.19759347907752
"1091",1.1996844373231
"1092",1.18127932655317
"1093",1.18826663156093
"1094",1.18922024921998
"1095",1.1817797095406
"1096",1.19598851324227
"1097",1.1957257677134
"1098",1.18884301423608
"1099",1.19008694368807
"1100",1.19476941710828
"1101",1.21383096788553
"1102",1.21277173624989
"1103",1.19146399104487
"1104",1.1904745294618
"1105",1.20364908513574
"1106",1.19633251049773
"1107",1.21602996026335
"1108",1.19663417425639
"1109",1.2188021611731
"1110",1.21944715079458
"1111",1.20966663938272
"1112",1.21961996735474
"1113",1.22045729975599
"1114",1.21665188927246
"1115",1.22409518293765
"1116",1.20769246305706
"1117",1.21160953769246
"1118",1.21113017916873
"1119",1.20879163480175
"1120",1.22771086784626
"1121",1.20859464573491
"1122",1.22247251125808
"1123",1.23534011889282
"1124",1.21230491961468
"1125",1.23209490834587
"1126",1.2161890037398
"1127",1.22874325757586
"1128",1.22371624204041
"1129",1.22835037920187
"1130",1.21976285950217
"1131",1.23596846402471
"1132",1.2266831810697
"1133",1.22535843458864
"1134",1.24657181226684
"1135",1.22576951702841
"1136",1.23125818724973
"1137",1.23334211163919
"1138",1.23790872321028
"1139",1.22385352958394
"1140",1.22513940616184
"1141",1.23657943592946
"1142",1.23408971273617
"1143",1.23115839910764
"1144",1.2261251288452
"1145",1.24366190687442
"1146",1.23533719725558
"1147",1.2522463097635
"1148",1.23931483534852
"1149",1.23812095052647
"1150",1.24050968267429
"1151",1.24292477370209
"1152",1.23825862125043
"1153",1.25523517465047
"1154",1.25607278888574
"1155",1.24903145416919
"1156",1.24598018490286
"1157",1.24868105518431
"1158",1.26367161291154
"1159",1.2489782020548
"1160",1.24498414399706
"1161",1.24221223762997
"1162",1.26604822088085
"1163",1.25807115274302
"1164",1.265558169435
"1165",1.26023622842309
"1166",1.26650998820782
"1167",1.25164942949363
"1168",1.25560855590078
"1169",1.26714884885407
"1170",1.24029633194996
"1171",1.2512450845879
"1172",1.26243484475887
"1173",1.24576679285473
"1174",1.2537236771592
"1175",1.25621231514874
"1176",1.2555838785549
"1177",1.26548587687625
"1178",1.26320387605609
"1179",1.27128804407999
"1180",1.27294101360675
"1181",1.25042178651698
"1182",1.26933805042526
"1183",1.25905947953447
"1184",1.27198687444256
"1185",1.26802542321928
"1186",1.26095794845408
"1187",1.24677496321781
"1188",1.25320609724297
"1189",1.25402386150523
"1190",1.26210963199682
"1191",1.24921677594277
"1192",1.2615847871559
"1193",1.25062411063295
"1194",1.27383471872315
"1195",1.26133845678042
"1196",1.2578142354427
"1197",1.27711381766226
"1198",1.27729308927199
"1199",1.25629879393946
"1200",1.27665163968477
"1201",1.2587173393679
